,SchoolTo,SchoolToYear,SchoolFrom,SchoolFromYear,Subject,SchoolToCourseDept,SchoolToCourseNo,SchoolToCourseTitle,SchoolToCourseUnits,SchoolFromCourseDept,SchoolFromCourseNo,SchoolFromCourseTitle,SchoolFromCourseUnits
1,"University of California, Berkeley",2019-2020,Canada College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Coastline Community College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Las Positas College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Cuesta College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,City College of San Francisco,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Cerro Coso Community College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Santa Rosa Junior College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Cerritos College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Norco College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Folsom Lake College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Los Angeles City College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Cosumnes River College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Shasta College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,College of the Sequoias,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Bakersfield College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Mount San Antonio College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Orange Coast College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Ventura College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Lassen Community College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Palo Verde College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Lake Tahoe Community College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Imperial Valley College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Santa Ana College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,College of the Canyons,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Evergreen Valley College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Saddleback College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Chaffey College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Cuyamaca College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Sierra College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,West Valley College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,West Hills College Coalinga,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Golden West College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Mission College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Santa Barbara City College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Taft College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Los Angeles Southwest College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Mt. San Jacinto College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,San Diego City College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Cabrillo College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Santa Monica College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Reedley College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Victor Valley College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Fullerton College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Hartnell College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Ohlone College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,MiraCosta College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Porterville College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2018-2019,West Los Angeles College,2018-2019,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Los Medanos College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Skyline College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Los Angeles Valley College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Contra Costa College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Sacramento City College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Berkeley City College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Long Beach City College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Citrus College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
1,"University of California, Berkeley",2019-2020,Grossmont College,2019-2020,Classics,CLASSIC,10B,Introduction to Roman Civilization,4,,,,
0,"University of California, Berkeley",2019-2020,San Joaquin Delta College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,San Diego Mesa College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Hartnell College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Sierra College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,San Diego Miramar College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Coastline Community College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles Valley College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Glendale Community College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Mendocino College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Folsom Lake College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Oxnard College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Crafton Hills College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Porterville College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Fullerton College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Victor Valley College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Golden West College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,MiraCosta College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,El Camino College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles Harbor College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Clovis Community College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Santa Ana College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Norco College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Mt. San Jacinto College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Merced College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Diablo Valley College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,College of the Canyons,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,West Hills College Coalinga,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,College of the Sequoias,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Southwestern College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Cabrillo College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Columbia College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Saddleback College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Cosumnes River College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Rio Hondo College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Santa Rosa Junior College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Ventura College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,San Bernardino Valley College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Long Beach City College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Santa Barbara City College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Reedley College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,De Anza College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Lassen Community College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Santiago Canyon College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Las Positas College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Canada College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Cuesta College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Cuyamaca College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Irvine Valley College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
0,"University of California, Berkeley",2019-2020,Sacramento City College,2019-2020,Cognitive Science,COG,SCI 1,Introduction to Cognitive Science,4,,,,
